page_id	status_id	link_name	status_published	num_reactions
CNN	5550296508_10155162670226509	Rio athletes deal with water full of sewage and trash	2016-08-12 13:58:15	1313
CNN	5550296508_10155162600726509	Burkinis banned on Cannes beaches amid terror concerns	2016-08-12 13:27:54	1329
CNN	5550296508_10155162480171509	We're with Olympic rowers Eric Murray and Hamish Bond	2016-08-12 12:52:46	2526
CNN	5550296508_10155162475691509	The brothers and sisters left behind	2016-08-12 12:45:17	620
CNN	5550296508_10155162414241509	Great Big Story	2016-08-12 12:20:59	2081
CNN	5550296508_10155162338496509	Tim Kaine on how to make housing fair in America	2016-08-12 11:53:02	1385
CNN	5550296508_10155162255681509		2016-08-12 11:29:40	3635
CNN	5550296508_10155162248566509	Hillary Clinton's tax return shows $10.6 million in income, 31% rate -- and puts pressure on Donald Trump	2016-08-12 11:26:31	17903
CNN	5550296508_10155162160041509	F-22 Raptor grounded by 20,000 bees	2016-08-12 10:58:02	3346
CNN	5550296508_10155162085551509	Ancient sharks roam icy waters	2016-08-12 10:32:42	2588
CNN	5550296508_10155162004146509	Rio's infamous green diving pool closed	2016-08-12 10:03:35	1754
CNN	5550296508_10155161924176509	Khan asks McCain to withdraw Trump support	2016-08-12 09:38:32	5769
CNN	5550296508_10155161782931509	Top Clinton State Department aide helped Clinton Foundation	2016-08-12 09:12:30	736
CNN	5550296508_10155161082596509	Simone Biles and Simone Manuel make history at Rio Olympics	2016-08-12 08:21:33	26848
CNN	5550296508_10155160394221509	'Rogue One' trailer brings back Darth Vader for new 'Star Wars' film	2016-08-12 07:50:02	943
CNN	5550296508_10155160306656509	Italian musician: Trump 'a blonde Berlusconi'	2016-08-12 07:05:55	796
CNN	5550296508_10155160226356509	Trump tries to walk back Obama-ISIS comments	2016-08-12 06:33:03	8000
CNN	5550296508_10155160161206509	Who holds the most incredible Olympic record?	2016-08-12 06:00:32	1947
CNN	5550296508_10155160095206509	World Elephant Day	2016-08-12 05:19:37	16138
CNN	5550296508_10155160063491509	JetBlue turbulence put 24 people in the hospital	2016-08-12 04:58:57	1495
CNN	5550296508_10155160019206509	5 things to know about swimmer Simone Manuel	2016-08-12 04:30:02	5973
CNN	5550296508_10155159980371509	Capturing the Olympic moments that TV doesn't	2016-08-12 04:03:02	812
CNN	5550296508_10155158405326509	Watch a rocket test in super HD with NASA's new camera	2016-08-12 04:00:00	2684
CNN	5550296508_10155159936236509	Daily Beast removes Olympics Grindr article after backlash	2016-08-12 03:35:02	341
CNN	5550296508_10155158402311509	Olympic pool turns green	2016-08-12 03:00:00	737
CNN	5550296508_10155159828856509	This is what we're spending money on in airports	2016-08-12 02:31:02	244
CNN	5550296508_10155158399091509	Police rescue autistic boy's birthday party	2016-08-12 02:00:00	11033
CNN	5550296508_10155159726886509	Chinese swimmer tests positive for banned substance	2016-08-12 01:35:22	1436
CNN	5550296508_10155159714941509	Cockroach milk: The drink you didn't know you've been missing	2016-08-12 01:31:01	3373
CNN	5550296508_10155159669506509	Rio 2016: Social media reacts to the day's action	2016-08-12 01:14:37	400
CNN	5550296508_10155158393636509	Secret Service stops man at Clinton rally	2016-08-12 01:00:00	3009
CNN	5550296508_10155159555681509	Quiz: Which Olympic sport should you play?	2016-08-12 00:31:02	702
CNN	5550296508_10155159502421509	Several blasts reported in Thailand	2016-08-12 00:12:36	1087
CNN	5550296508_10155159470611509	New York Daily News calls for Donald Trump to end his presidential campaign	2016-08-12 00:00:04	1561
CNN	5550296508_10155159418786509	Greenland shark named longest-living vertebrate	2016-08-11 23:31:01	1369
CNN	5550296508_10155159378761509	Several blasts hit two cities in Thailand within hours	2016-08-11 23:01:02	1058
CNN	5550296508_10155159377131509	British police investigating claims female tennis player deliberately poisoned at Wimbledon	2016-08-11 23:00:02	226
CNN	5550296508_10155159351006509	Gupta: DEA's missed opportunity on medical marijuana	2016-08-11 22:40:01	1544
CNN	5550296508_10155159278401509	Michael Phelps makes history to win 22nd gold	2016-08-11 21:53:02	20587
CNN	5550296508_10155159169256509	Bergen: No, Obama was not the 'founder' of ISIS	2016-08-11 20:59:56	5050
CNN	5550296508_10155159021326509	400-year-old sharks and other long-lived animals	2016-08-11 19:49:01	4010
CNN	5550296508_10155158966191509	Perseid meteor shower to illuminate summer skies	2016-08-11 19:23:33	773
CNN	5550296508_10155158890881509	Child falls off Pennsylvania roller coaster	2016-08-11 18:47:39	3208
CNN	5550296508_10155158822956509	Fiji just won its first Olympic medal ever, and it's gold	2016-08-11 18:10:33	8026
CNN	5550296508_10155158723111509	Simone Biles wins all-around gymnastic gold	2016-08-11 17:33:02	6530
CNN	5550296508_10155158420671509	This is the letter Aleppo's last remaining doctors wrote to Pr...	2016-08-11 16:15:31	1353
CNN	5550296508_10155158347701509	What if Michael Phelps were a woman?	2016-08-11 15:53:01	1248
CNN	5550296508_10155158201651509	Was Trump's 2nd Amendment comment incitement?	2016-08-11 15:07:45	1008
CNN	5550296508_10155158159116509	Great Big Story	2016-08-11 14:47:13	623
CNN	5550296508_10155158046521509	Clinton makes Olympics joke at Trump's expense	2016-08-11 14:22:10	3420
CNN	5550296508_10155157992291509	Brain training helps paraplegics move legs again	2016-08-11 13:57:32	11107
CNN	5550296508_10155157917451509	Rare 4th century mosaic unearthed in Cyprus	2016-08-11 13:20:00	979
CNN	5550296508_10155157826456509	This is who gets free tuition under Hillary Clinton's college plan	2016-08-11 12:43:11	4974
CNN	5550296508_10155157747166509	Drones flying contraband into prisons	2016-08-11 12:20:43	2639
CNN	5550296508_10155157641316509	Donald Trump: I meant that Obama founded ISIS, literally	2016-08-11 11:49:00	12872
CNN	5550296508_10155157613201509	Great Big Story	2016-08-11 11:25:17	1270
CNN	5550296508_10155157540956509	Olympic gymnasts' gem-studded uniforms come with dazzling price tag	2016-08-11 10:58:24	649
CNN	5550296508_10155157483311509	Uber and its never-ending stream of lawsuits	2016-08-11 10:33:03	613
CNN	5550296508_10155157370761509	Simone Biles and Zac Efron are #crushgoals	2016-08-11 09:53:18	3242
CNN	5550296508_10155157285241509	We're with environmentalist Alexandra Cousteau	2016-08-11 09:23:51	2707
CNN	5550296508_10155157281836509	The oldest and youngest US Olympic athletes	2016-08-11 09:21:08	216
CNN	5550296508_10155156076126509	We're live with three-time olympian Janet Evans.	2016-08-11 08:17:14	3847
CNN	5550296508_10155156302321509	Grandma wins $30,000 in lottery, wants new cell phone	2016-08-11 08:15:46	2678
CNN	5550296508_10155156072041509	Reagan daughter blasts Trump for inciting violence	2016-08-11 07:52:31	41137
CNN	5550296508_10155156015706509	Deconstructing the US Second Amendment	2016-08-11 07:30:03	434
CNN	5550296508_10155155964156509	Olympics: Record number of LGBT athletes at Rio 2016	2016-08-11 07:06:05	3209
CNN	5550296508_10155155838451509	Donald Trump calls Obama 'founder of ISIS'	2016-08-11 06:30:21	11060
CNN	5550296508_10155155788551509	Where does Hillary Clinton stand on guns?	2016-08-11 06:10:01	621
CNN	5550296508_10155155699311509	Donald Trump calls Obama 'founder of ISIS'	2016-08-11 05:42:26	11563
CNN	5550296508_10155155683511509	Police are investigating whether a tennis player was deliberately poisoned	2016-08-11 05:35:02	440
CNN	5550296508_10155155651036509	Opinion: US voters can learn from Philippines' election of Rodrigo Duterte	2016-08-11 05:20:01	4877
CNN	5550296508_10155155627591509	"The new ""Star Trek"" series will feature a female lead and a gay character"	2016-08-11 05:05:02	579
CNN	5550296508_10155155578301509	Snapchat is under fire for a filter again	2016-08-11 04:50:03	307
CNN	5550296508_10155155559696509	Those sparkly gymnastics uniforms cost $700-$1,200 each	2016-08-11 04:35:03	2198
CNN	5550296508_10155155538541509	Turkey issues extradition ultimatum to US	2016-08-11 04:18:59	914
CNN	5550296508_10155155484451509	Japan's newest public holiday is finally here	2016-08-11 03:55:01	819
CNN	5550296508_10155155449456509	A second Olympic pool has turned green	2016-08-11 03:42:27	1508
CNN	5550296508_10155155301591509	Canna-butter, astro eggs and other costly superfood trends	2016-08-11 02:31:01	499
CNN	5550296508_10155155176241509	Rebels dance in Aleppo, but can victory hold?	2016-08-11 01:50:00	273
CNN	5550296508_10155155186151509	Facebook will now show you ads even if you use ad blockers	2016-08-11 01:31:02	511
CNN	5550296508_10155155169446509	Olympic scandals, then and now	2016-08-11 01:26:58	354
CNN	5550296508_10155155076376509	10 things Brazil does better than anywhere else	2016-08-11 01:01:01	419
CNN	5550296508_10155155009966509	These concrete buildings are now UNESCO World Heritage Sites	2016-08-11 00:31:02	295
CNN	5550296508_10155154935891509	Police rescue autistic boy's birthday party	2016-08-11 00:01:01	5401
CNN	5550296508_10155154887501509	Cavemen were much smarter than we thought	2016-08-10 23:31:01	546
CNN	5550296508_10155154835266509	NYPD arrests man who scaled Trump Tower with suction cups	2016-08-10 23:01:03	2990
CNN	5550296508_10155154781991509	First woman to break Tokyo's 'steel ceiling' wants to make it easier for others	2016-08-10 22:25:28	835
CNN	5550296508_10155154690721509	Watch a rocket test in super HD with NASA's new camera	2016-08-10 21:27:17	8702
CNN	5550296508_10155154541281509	Wisconsin poll: Clinton up double-digits over Trump	2016-08-10 20:53:29	17595
CNN	5550296508_10155154433586509	Horror injury ends weightlifter's Rio dream	2016-08-10 20:01:02	1797
CNN	5550296508_10155154388966509	Surgeon accused of removing kidney from wrong patient	2016-08-10 19:41:27	924
CNN	5550296508_10155154284786509	NYPD holds news conference on Trump Tower climber	2016-08-10 18:53:57	3257
CNN	5550296508_10155154223081509	Gasping man says he would take Trump 'to the shed' but still vote for him	2016-08-10 18:27:56	1387
CNN	5550296508_10155153802976509	A person is climbing Trump Tower in New York City.	2016-08-10 15:55:35	183363
CNN	5550296508_10155153745441509	Man climbs Trump Tower in NYC	2016-08-10 15:38:22	3883
CNN	5550296508_10155153647736509	Secret Service stops man at Clinton rally	2016-08-10 15:25:00	8996
CNN	5550296508_10155153630471509	Clinton slams Trump's comment	2016-08-10 15:04:09	5511
CNN	5550296508_10155153522681509	Secret Service spoke to Trump's camp about 2nd Amendment comment	2016-08-10 14:28:23	5181
CNN	5550296508_10155153448021509	Great Big Story	2016-08-10 14:03:31	5808
CNN	5550296508_10155153368151509	1,000 evacuated as Portugal wildfire rages on	2016-08-10 13:36:31	10196
CNN	5550296508_10155153279926509	Perseid meteor shower to illuminate summer skies	2016-08-10 13:07:33	1428
CNN	5550296508_10155153186296509	Report: RNC losing staffers over Trump	2016-08-10 12:38:36	8588
CNN	5550296508_10155153101321509	Water park witness: I saw him slide down 'and then I saw the blood'	2016-08-10 12:12:01	2833
CNN	5550296508_10155153055196509	We are above Kansas City's Schlitterbahn water park	2016-08-10 11:58:04	3971
CNN	5550296508_10155153022141509	The humble roots of Brazil's golden girl	2016-08-10 11:56:00	1545
CNN	5550296508_10155152907691509	Researchers are trying to perfect the selfie	2016-08-10 11:31:00	358
CNN	5550296508_10155152876921509	Police rescue autistic boy's birthday party	2016-08-10 11:09:00	13743
CNN	5550296508_10155152867301509	Emirates crash survivor wins $1M lottery 6 days later	2016-08-10 10:47:01	3209
CNN	5550296508_10155152792201509	When will US catch up with world on Trump?	2016-08-10 10:25:01	5112
CNN	5550296508_10155152718211509	DOJ reveals findings in critical Baltimore report	2016-08-10 10:03:26	2805
CNN	5550296508_10155152657041509	Philippines President Duterte insults US ambassador	2016-08-10 09:38:02	7345
CNN	5550296508_10155152536891509	Judge's decision brings inmate to tears	2016-08-10 09:16:00	34788
CNN	5550296508_10155152502121509	Algae blamed for green Olympic diving pool	2016-08-10 08:54:01	509
CNN	5550296508_10155151887951509	Dan Rather calls Donald Trump's 'Second Amendment people' comments a 'new low'	2016-08-10 08:23:56	10066
CNN	5550296508_10155151144461509	Baltimore police have racial bias, Justice Department reports	2016-08-10 07:21:02	1346
CNN	5550296508_10155151100111509	How they make Olympic medals	2016-08-10 07:01:13	4570
CNN	5550296508_10155151045116509	A-Rod's not alone: Players paid millions not to play	2016-08-10 06:37:27	738
CNN	5550296508_10155150983506509	Why was this pool so green?	2016-08-10 06:07:07	1443
CNN	5550296508_10155150966451509		2016-08-10 06:01:31	3035
CNN	5550296508_10155150897271509	New York Daily News calls for Donald Trump to end his presidential campaign	2016-08-10 05:32:00	65672
CNN	5550296508_10155150826776509	Millions of Americans may be drinking unsafe water	2016-08-10 04:56:02	2733
CNN	5550296508_10155150772516509	Team USA's star women's gymnastics squads	2016-08-10 04:33:03	1998
CNN	5550296508_10155150730456509	It could take 228 years for black families to accumulate the same amount of wealth as whites	2016-08-10 04:10:56	2306
CNN	5550296508_10155150691701509	This guy is enjoying a fabulous honeymoon...without his wife	2016-08-10 03:48:02	2410
CNN	5550296508_10155150664361509	At least 11 babies died after a fire broke out in a maternity ward	2016-08-10 03:32:27	2012
CNN	5550296508_10155150565696509	The hack that makes ATMs spew cash	2016-08-10 02:31:36	934
CNN	5550296508_10155150565741509	Travel the London tube with these high-tech nails	2016-08-10 02:31:24	1492
CNN	5550296508_10155150540996509	11 babies die after fire breaks out in maternity ward	2016-08-10 02:16:01	6456
CNN	5550296508_10155150514686509	Kuwait is hiking gas prices by as much as 83%	2016-08-10 02:00:04	442
CNN	5550296508_10155150471176509	King Arthur's birthplace?	2016-08-10 01:31:30	7522
CNN	5550296508_10155150403576509	This solar powered street cart can charge 80 phones at once	2016-08-10 01:00:02	1131
CNN	5550296508_10155150330401509	Ancient petroglyphs unearthed on Hawaiian coast	2016-08-10 00:31:33	2533
CNN	5550296508_10155150329316509	Woman fatally shot during police academy drill	2016-08-10 00:30:41	1352
CNN	5550296508_10155150260606509	Rugby player accepts on-field Olympic marriage proposal	2016-08-10 00:01:01	9409
CNN	5550296508_10155150209451509	Olympic diving well turns green	2016-08-09 23:31:28	2309
CNN	5550296508_10155150174541509	Trump calls on '2nd Amendment people,' internet reacts	2016-08-09 23:16:02	2406
CNN	5550296508_10155150143206509	One discovery could take on three deadly parasites	2016-08-09 23:00:02	396
CNN	5550296508_10155150090426509	Michael Phelps and Katie Ledecky shine on golden night for US	2016-08-09 22:33:02	6140
CNN	5550296508_10155150069321509	Alaska has record warmth this year	2016-08-09 22:22:05	975
CNN	5550296508_10155150007011509	Petroglyphs discovered on Hawaii beach	2016-08-09 21:46:01	1762
CNN	5550296508_10155149923576509	Many people are saying -- that Trump drives conspiracies and gossip	2016-08-09 21:16:01	4925
CNN	5550296508_10155149861751509	Timeline Photos	2016-08-09 20:45:13	1814
CNN	5550296508_10155149795851509	Haboob hovers over Phoenix	2016-08-09 20:16:22	9049
CNN	5550296508_10155149727241509	Dog waits outside hotel until flight attendant adopts him	2016-08-09 19:43:30	127148
CNN	5550296508_10155149661916509	Man on 'neighborhood watch' kills 20-year-old outside home	2016-08-09 19:06:31	4962
CNN	5550296508_10155149617076509	Serena Williams stunned by Elina Svitolina in Rio	2016-08-09 18:47:53	1520
CNN	5550296508_10155149574621509	Olympic divers splash into green pool	2016-08-09 18:32:02	3182
CNN	5550296508_10155149493961509	Quinnipiac polls: Clinton tops Trump in Ohio, Pennsylvania	2016-08-09 17:56:01	2644
CNN	5550296508_10155149367921509	Baby rhino saved by CPR	2016-08-09 17:30:07	2159
CNN	5550296508_10155149297681509	The most common injury at the Olympics	2016-08-09 17:05:04	378
CNN	5550296508_10155149161326509	Gymnastics: Team USA and Simone Biles take team gold	2016-08-09 16:32:24	14738
CNN	5550296508_10155149100136509	Dancing robots in China earn world record	2016-08-09 16:28:00	2518
CNN	5550296508_10155148034446509	Great Big Story	2016-08-09 15:55:00	672
CNN	5550296508_10155149040421509	Trump: 'Second Amendment people' could deal with Clinton	2016-08-09 15:52:01	6793
CNN	5550296508_10155148990391509	Stray dog wins flight attendants heart half a world away	2016-08-09 15:32:02	1128
CNN	5550296508_10155148923536509	Leonardo DiCaprio's Olympic doppelganger	2016-08-09 15:10:58	413
CNN	5550296508_10155148832916509	Trump on Clinton picking SCOTUS judges	2016-08-09 14:48:46	4643
CNN	5550296508_10155148676966509	Donald Trump is hearing things	2016-08-09 14:18:00	8290
CNN	5550296508_10155148033366509	Great Big Story	2016-08-09 13:55:00	3111
CNN	5550296508_10155148657466509	Airbnb hosts cash in big on the Olympics	2016-08-09 13:48:18	351
CNN	5550296508_10155148601801509	Man goes on honeymoon without wife	2016-08-09 13:27:02	2266
CNN	5550296508_10155148459051509	Dopey takes a spill at Disney World	2016-08-09 13:04:27	41836
CNN	5550296508_10155148407666509	Waaaait! Late Ryanair passenger tries to catch flight	2016-08-09 12:30:53	6362
CNN	5550296508_10155148299446509	Sen. Susan Collins explains opposition to Donald Trump	2016-08-09 11:58:55	5803
CNN	5550296508_10155148248841509	Child badly hurt in Tennessee Ferris wheel accident	2016-08-09 11:32:38	611
CNN	5550296508_10155148111326509	We're at the Rio Olympics with athletes from the country of Na...	2016-08-09 10:54:59	1570
CNN	5550296508_10155148104041509		2016-08-09 10:45:18	3276
CNN	5550296508_10155148029911509	Great Big Story	2016-08-09 10:26:07	406
CNN	5550296508_10155147975016509	Orlando gunman's father attends Clinton rally	2016-08-09 09:55:13	3268
CNN	5550296508_10155147926866509	Chinese tourist mistaken as an asylum seeker, spends 2 weeks in shelter	2016-08-09 09:35:02	785
CNN	5550296508_10155147876266509	We're live from Harris County, Tx, where a baby's death is par...	2016-08-09 09:18:53	3982
CNN	5550296508_10155147843381509	Gymnast kicked off Dutch Olympic team for drinking	2016-08-09 09:02:02	1216
CNN	5550296508_10155147582801509	Tim Tebow Reportedly Pursuing MLB Career	2016-08-09 08:40:02	573
CNN	5550296508_10155147219426509	A 19,000-ton oil rig has blown ashore in Scotland	2016-08-09 08:22:35	1088
CNN	5550296508_10155146799981509	Virginia mayor will resign after meth-for-sex bust	2016-08-09 08:01:01	2066
CNN	5550296508_10155146640346509	Police dish out love -- and spaghetti -- to this lonely couple	2016-08-09 07:05:01	15600
CNN	5550296508_10155146558771509	91-year-old hospital patient knits hats for homeless	2016-08-09 06:33:55	19352
CNN	5550296508_10155146514611509	50 GOP national security experts oppose Trump	2016-08-09 06:10:02	14372
CNN	5550296508_10155146458861509	16-year-old South African invents wonder material to fight drought	2016-08-09 05:37:26	5589
CNN	5550296508_10155146410266509	Is Olympic coverage undercutting women's achievements?	2016-08-09 05:08:02	670
CNN	5550296508_10155146387146509	Fury in China after Australian calls swimmer a drug cheat	2016-08-09 04:55:03	1517
CNN	5550296508_10155146359746509	Lilly King beats Yulia Efimova in Olympic grudge race	2016-08-09 04:37:01	5027
CNN	5550296508_10155146320481509	World's longest hunger strike expected to end Tuesday	2016-08-09 04:20:30	1736
CNN	5550296508_10155146298036509	Rio 2016 officials apologize to China for using wrong flag	2016-08-09 04:06:02	2179
CNN	5550296508_10155146260571509	Michael Phelps face: The new way to look unimpressed	2016-08-09 03:47:02	1253
CNN	5550296508_10155146195146509	What you need to know about hot car deaths	2016-08-09 03:01:02	244
CNN	5550296508_10155146148281509	Japan's crystal universe	2016-08-09 02:31:33	4474
CNN	5550296508_10155146099341509	www.cnn.com	2016-08-09 02:01:17	389
CNN	5550296508_10155146098281509	What makes a car, well, sexy?	2016-08-09 02:00:02	263
CNN	5550296508_10155146051001509	10 strange sports you didn't know were in the Olympics	2016-08-09 01:31:01	679
CNN	5550296508_10155146029791509	Even billionaires have a gender problem	2016-08-09 01:17:02	411
CNN	5550296508_10155145946706509	Patriotism! Puffy coats! 60 years of U.S. Olympics uniforms	2016-08-09 00:31:02	513
CNN	5550296508_10155145914216509	Phelps face: The new way to look unimpressed	2016-08-09 00:17:42	3171
CNN	5550296508_10155145831241509	Your genes play a role in when you lose your virginity	2016-08-08 23:42:01	893
CNN	5550296508_10155145704991509	Bride is walked down the aisle by man who received her dad's h...	2016-08-08 23:00:29	22861
CNN	5550296508_10155145683086509	Two Benghazi victims' parents sue Clinton	2016-08-08 22:51:03	11340
CNN	5550296508_10155145615521509	Three Tennessee girls hurt in fall from Ferris wheel	2016-08-08 22:06:57	492
CNN	5550296508_10155145572106509	GOP senator: 'I will not be voting for Donald Trump'	2016-08-08 21:46:02	17698
CNN	5550296508_10155145472616509	Evan McMullin: Trump is 'inhuman'	2016-08-08 21:09:33	6073
CNN	5550296508_10155145429526509	Marijuana candy sickens 19 at quinceañera	2016-08-08 20:42:02	833
CNN	5550296508_10155145370991509	Boy dies at Kansas City water park	2016-08-08 20:14:37	2448
CNN	5550296508_10155145317991509	Organized protests disrupt Trump speech	2016-08-08 19:53:26	5838
CNN	5550296508_10155145238581509	Getting the perfect Olympics shot with underwater robots	2016-08-08 19:20:56	4489
CNN	5550296508_10155145197671509	For his birthday, boy gives shoes to kids in need	2016-08-08 18:57:02	1702
CNN	5550296508_10155145107021509	My parents 'would die': Families fear impact of Trump's border wall plan	2016-08-08 18:13:02	2252
CNN	5550296508_10155145036246509	Family pastor of 10-year-old boy killed on waterslide holds pr...	2016-08-08 17:43:21	4521
CNN	5550296508_10155144977721509	Protesters interrupt Trump 14 times during speech	2016-08-08 17:24:31	11963
CNN	5550296508_10155144848271509	1 in 8 US adults says they smoke marijuana, poll says	2016-08-08 16:50:02	4364
CNN	5550296508_10155143722196509	Great Big Story	2016-08-08 16:45:00	350
CNN	5550296508_10155144764266509	Snoop Dogg, Martha Stewart to star together in VH1 show	2016-08-08 16:19:02	2637
CNN	5550296508_10155144672921509	People on the internet love Aly Raisman's nervous parents	2016-08-08 15:48:02	3183
CNN	5550296508_10155144581146509	Russian athletes hit with boos at Olympics	2016-08-08 15:17:30	3761
CNN	5550296508_10155144430896509	Google employee found dead, police launch homicide probe	2016-08-08 14:28:01	1039
CNN	5550296508_10155144273231509	Bride is walked down the aisle by man who received her dad's heart	2016-08-08 13:51:42	18751
CNN	5550296508_10155144243191509	Olympic selfie briefly unites North and South Korea	2016-08-08 13:39:23	13307
CNN	5550296508_10155143720376509	Great Big Story	2016-08-08 13:29:11	498
CNN	5550296508_10155144119766509	Muhammad: Trump's words are dangerous	2016-08-08 12:58:09	9150
CNN	5550296508_10155144050981509	Anti-Trump conservatives recruit candidate for WH bid	2016-08-08 12:32:02	3351
CNN	5550296508_10155143996331509	Fencer becomes first U.S. Olympian to compete in hijab	2016-08-08 12:10:02	8827
CNN	5550296508_10155143719226509	Great Big Story	2016-08-08 11:55:00	327
CNN	5550296508_10155143904686509	"Trump: Many workers' ""tax rate will be zero"""	2016-08-08 11:43:35	5255
CNN	5550296508_10155143814226509	Couple married 63 years die minutes apart	2016-08-08 11:13:34	20091
CNN	5550296508_10155143759316509	Bolt's Agent Confirms the Sprinter Has Never Run a Mile	2016-08-08 10:50:03	1312
CNN	5550296508_10155143707041509	Republican says Trump is the emperor with no clothes (via CNN Opinion)	2016-08-08 10:28:03	4499
CNN	5550296508_10155143656886509	Fallon, Rogen go head to head in lip sync battle	2016-08-08 10:04:40	3151
CNN	5550296508_10155143541711509	Rubio opposes abortions for Zika-infected women	2016-08-08 09:22:02	6010
CNN	5550296508_10155143445261509	Shark attacks diver	2016-08-08 09:00:02	2035
CNN	5550296508_10155143210536509	Does having sex affect athletic performance?	2016-08-08 08:38:02	683
CNN	5550296508_10155142813861509	Man killed while leaning out of a train window	2016-08-08 08:18:31	638
CNN	5550296508_10155142311616509	41-year-old gymnast competes in 7th Olympics	2016-08-08 07:41:34	9443
CNN	5550296508_10155142211186509	Family of 5 dead in apparent murder-suicide	2016-08-08 07:15:02	13879
CNN	5550296508_10155142148751509	Karate instructor to student: It's OK to cry	2016-08-08 06:48:17	15811
CNN	5550296508_10155142109896509	Shirtless Justin Trudeau photobombs wedding	2016-08-08 06:30:01	2486
CNN	5550296508_10155142070991509	Report: George P. Bush urges Republicans to back Trump	2016-08-08 06:10:02	2213
CNN	5550296508_10155141992326509	Child dies at Kansas Schlitterbahn water park	2016-08-08 05:37:31	4355
CNN	5550296508_10155141904371509	Travel the London tube with these high-tech nails	2016-08-08 05:01:36	4110
CNN	5550296508_10155141866236509	All Delta flights are grounded	2016-08-08 04:43:02	2608
CNN	5550296508_10155141859896509	Japan's Emperor Akihito gives rare televised speech	2016-08-08 04:37:37	1054
CNN	5550296508_10155141832016509	What are those red spots on some Olympic athletes?	2016-08-08 04:17:01	3700
CNN	5550296508_10155141754151509	Blast in Pakistan hospital kills at least 30, official says	2016-08-08 03:33:31	1347
CNN	5550296508_10155141744956509	2 foreigners kidnapped in Afghanistan, official says	2016-08-08 03:26:26	673
CNN	5550296508_10155141632511509	A private company is cleared to go to the moon	2016-08-08 02:46:04	998
CNN	5550296508_10155141511286509	Japanese Emperor Akihito gives rare TV speech	2016-08-08 01:32:18	708
CNN	5550296508_10155141460856509	Fareed's Take: Why I called Trump a BS artist	2016-08-08 01:01:01	1106
CNN	5550296508_10155141415061509	Hollywood's favorite city to destroy	2016-08-08 00:45:39	1834
CNN	5550296508_10155141309756509	Five new sports are coming to the summer Olympics	2016-08-08 00:12:02	648
CNN	5550296508_10155141195486509	In the age of Zika, how do you plan a family?	2016-08-07 23:11:01	399
CNN	5550296508_10155141102606509	Rio 2016 Olympics: Day 2 action live	2016-08-07 22:17:20	21046
CNN	5550296508_10155141077981509	Going online at an Airbnb? Careful with the wifi	2016-08-07 22:04:02	401
CNN	5550296508_10155141070076509	China tests a bus that can drive over cars	2016-08-07 22:01:36	5345
CNN	5550296508_10155140989141509	Experience Rio like the locals	2016-08-07 21:15:02	925
CNN	5550296508_10155140957196509	10 things Brazil does better than anywhere else	2016-08-07 21:01:01	903
CNN	5550296508_10155140828926509	The ancient evolutionary origin of the female orgasm	2016-08-07 20:01:01	1243
CNN	5550296508_10155140713221509	Hear a vinyl record played in space for first time	2016-08-07 19:01:44	1067
